ID,chrom,loc.start,loc.end,seq_length
TCGA-A7-A0CD-01,19,7398265,58878226,51479961
TCGA-A7-A0CD-01,20,455764,62219837,61764073
TCGA-A7-A0CD-01,21,15347621,47678774,32331153
TCGA-A7-A0CD-01,22,17423930,49331012,31907082
TCGA-A7-A0CD-01,23,3157107,154905589,151748482
TCGA-D8-A13Z-01,1,3218610,82415714,79197104
TCGA-D8-A13Z-01,1,82415727,82415901,174
TCGA-D8-A13Z-01,1,82416220,82715303,299083
TCGA-D8-A13Z-01,1,82723431,82773106,49675
TCGA-D8-A13Z-01,1,82779948,82794333,14385
TCGA-D8-A13Z-01,1,82796023,114828706,32032683
TCGA-D8-A13Z-01,1,114833941,161212294,46378353
TCGA-D8-A13Z-01,1,161212569,181418338,20205769
TCGA-D8-A13Z-01,1,181418525,183198365,1779840
TCGA-D8-A13Z-01,1,183202992,187007484,3804492
TCGA-D8-A13Z-01,1,187008558,187292608,284050
TCGA-D8-A13Z-01,1,187298367,187446720,148353
TCGA-D8-A13Z-01,1,187446749,189002441,1555692
TCGA-D8-A13Z-01,1,189002697,189256792,254095
TCGA-D8-A13Z-01,1,189546988,247813706,58266718
